"discipline_title","host_city","year","Medal","participant_type","athlete_url","athlete","team","team_short","host_country","host_full",""
"Rowing","sydney","2000","GOLD","GameTeam","","","Romania","ROU","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Romania","ROU","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Germany","GER","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Germany","GER","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Romania","ROU","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Romania","ROU","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/rob-waddell","Rob WADDELL","New Zealand","NZL","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/xeno-mueller","Xeno MUELLER","Switzerland","SUI","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/marcel-hacker","Marcel HACKER","Germany","GER","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","France","FRA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","Denmark","DEN","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Germany","GER","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","Russian Federation","RUS","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","France","FRA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","France","FRA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Slovenia","SLO","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Slovenia","SLO","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Norway","NOR","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Norway","NOR","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","Italy","ITA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","Italy","ITA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Poland","POL","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Poland","POL","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Italy","ITA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Italy","ITA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","France","FRA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","France","FRA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Germany","GER","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Germany","GER","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Netherlands","NED","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Netherlands","NED","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","Lithuania","LTU","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","Lithuania","LTU","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Romania","ROU","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Netherlands","NED","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","Canada","CAN","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","GameTeam","","","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","GameTeam","","","Italy","ITA","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","GOLD","Athlete","","Yekaterina Khodotovich-Karsten","Belarus","BLR","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/rumyana-neykova","Rumyana NEYKOVA","Bulgaria","BUL","Australia","Sydney 2000","Summer"
"Rowing","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/katrin-rutschow-stomporowski","Katrin RUTSCHOW-STOMPOROWSKI","Germany","GER","Australia","Sydney 2000","Summer"
"Synchronized Swimming","sydney","2000","GOLD","GameTeam","","","Russian Federation","RUS","Australia","Sydney 2000","Summer"
"Synchronized Swimming","sydney","2000","GOLD","GameTeam","","","Russian Federation","RUS","Australia","Sydney 2000","Summer"
"Synchronized Swimming","sydney","2000","SILVER","GameTeam","","","Japan","JPN","Australia","Sydney 2000","Summer"
"Synchronized Swimming","sydney","2000","SILVER","GameTeam","","","Japan","JPN","Australia","Sydney 2000","Summer"
"Synchronized Swimming","sydney","2000","BRONZE","GameTeam","","","France","FRA","Australia","Sydney 2000","Summer"
"Synchronized Swimming","sydney","2000","BRONZE","GameTeam","","","France","FRA","Australia","Sydney 2000","Summer"
"Synchronized Swimming","sydney","2000","GOLD","GameTeam","","","Russian Federation","RUS","Australia","Sydney 2000","Summer"
"Synchronized Swimming","sydney","2000","SILVER","GameTeam","","","Japan","JPN","Australia","Sydney 2000","Summer"
"Synchronized Swimming","sydney","2000","BRONZE","GameTeam","","","Canada","CAN","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/mi-jin-yun","Mi-Jin YUN","Republic of Korea","KOR","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/nam-soon-kim-1","Nam-Soon KIM","Republic of Korea","KOR","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/soo-nyung-kim","Soo-Nyung KIM","Republic of Korea","KOR","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","GOLD","GameTeam","","","Republic of Korea","KOR","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","SILVER","GameTeam","","","Italy","ITA","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","BRONZE","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","GOLD","GameTeam","","","Republic of Korea","KOR","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","SILVER","GameTeam","","","Ukraine","UKR","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","BRONZE","GameTeam","","","Germany","GER","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/simon-fairweather","Simon FAIRWEATHER","Australia","AUS","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/victor-wunderle","Victor WUNDERLE","United States of America","USA","Australia","Sydney 2000","Summer"
"Archery","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/wietse-van-alten","Wietse VAN ALTEN","Netherlands","NED","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","GameTeam","","","Austria","AUT","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","GameTeam","","","Austria","AUT","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","GameTeam","","","Germany","GER","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","GameTeam","","","Germany","GER","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/christoph-sieber","Christoph SIEBER","Austria","AUT","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/carlos-espinola","Carlos ESPINOLA","Argentina","ARG","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/aaron-mcintosh","Aaron MCINTOSH","New Zealand","NZL","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","GameTeam","","","Ukraine","UKR","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","GameTeam","","","Ukraine","UKR","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","GameTeam","","","Finland","FIN","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","GameTeam","","","Finland","FIN","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","GameTeam","","","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","GameTeam","","","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/ben-ainslie","Ben AINSLIE","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/robert-scheidt","Robert SCHEIDT","Brazil","BRA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/michael-blackburn","Michael BLACKBURN","Australia","AUS","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","GameTeam","","","Denmark","DEN","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","GameTeam","","","Germany","GER","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","GameTeam","","","Norway","NOR","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","GameTeam","","","Argentina","ARG","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","GameTeam","","","Argentina","ARG","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","GameTeam","","","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","GameTeam","","","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","GameTeam","","","Brazil","BRA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","GameTeam","","","Brazil","BRA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/shirley-robertson","Shirley ROBERTSON","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/margriet-matthijsse","Margriet MATTHIJSSE","Netherlands","NED","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/serena-amato","Serena AMATO","Argentina","ARG","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/alessandra-sensini","Alessandra SENSINI","Italy","ITA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/amelie-lux","Amelie LUX","Germany","GER","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/barbara-kendall","Barbara KENDALL","New Zealand","NZL","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/iain-percy","Iain PERCY","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/luca-devoti","Luca DEVOTI","Italy","ITA","Australia","Sydney 2000","Summer"
"Sailing","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/fredrik-loof","Fredrik LOOF","Sweden","SWE","Australia","Sydney 2000","Summer"
"Triathlon","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/brigitte-mcmahon","Brigitte MCMAHON","Switzerland","SUI","Australia","Sydney 2000","Summer"
"Triathlon","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/michellie-jones","Michellie JONES","Australia","AUS","Australia","Sydney 2000","Summer"
"Triathlon","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/magali-messmer","Magali MESSMER","Switzerland","SUI","Australia","Sydney 2000","Summer"
"Triathlon","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/simon-whitfield","Simon WHITFIELD","Canada","CAN","Australia","Sydney 2000","Summer"
"Triathlon","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/stephan-vuckovic","Stephan VUCKOVIC","Germany","GER","Australia","Sydney 2000","Summer"
"Triathlon","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/jan-rehula","Jan REHULA","Czech Republic","CZE","Australia","Sydney 2000","Summer"
"Cycling Road","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/leontien-zijlaard-van-moorsel","Leontien ZIJLAARD-VAN MOORSEL","Netherlands","NED","Australia","Sydney 2000","Summer"
"Cycling Road","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/mari-holden","Mari HOLDEN","United States of America","USA","Australia","Sydney 2000","Summer"
"Cycling Road","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/jeannie-longo-ciprelli","Jeannie LONGO","France","FRA","Australia","Sydney 2000","Summer"
"Cycling Road","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/vyacheslav-ekimov","Vyacheslav EKIMOV","Russian Federation","RUS","Australia","Sydney 2000","Summer"
"Cycling Road","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/jan-ullrich","Jan ULLRICH","Germany","GER","Australia","Sydney 2000","Summer"
"Cycling Road","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/jan-ullrich","Jan ULLRICH","Germany","GER","Australia","Sydney 2000","Summer"
"Cycling Road","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/alexandr-vinokurov","Alexandr VINOKUROV","Kazakhstan","KAZ","Australia","Sydney 2000","Summer"
"Cycling Road","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/andreas-kloden","Andreas KLODEN","Germany","GER","Australia","Sydney 2000","Summer"
"Cycling Road","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/leontien-zijlaard-van-moorsel","Leontien ZIJLAARD-VAN MOORSEL","Netherlands","NED","Australia","Sydney 2000","Summer"
"Cycling Road","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/hanka-kupfernagel","Hanka KUPFERNAGEL","Germany","GER","Australia","Sydney 2000","Summer"
"Cycling Road","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/diana-ziliute","Diana ZILIUTE","Lithuania","LTU","Australia","Sydney 2000","Summer"
"Basketball","sydney","2000","GOLD","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Basketball","sydney","2000","SILVER","GameTeam","","","France","FRA","Australia","Sydney 2000","Summer"
"Basketball","sydney","2000","BRONZE","GameTeam","","","Lithuania","LTU","Australia","Sydney 2000","Summer"
"Basketball","sydney","2000","GOLD","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Basketball","sydney","2000","SILVER","GameTeam","","","Australia","AUS","Australia","Sydney 2000","Summer"
"Basketball","sydney","2000","BRONZE","GameTeam","","","Brazil","BRA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/trine-hattestad","Trine HATTESTAD","Norway","NOR","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/mirella-maniani-tzelili","Mirella MANIANI-TZELILI","Greece","GRE","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/osleidys-menendez","Osleidys MENENDEZ","Cuba","CUB","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","GameTeam","","","Nigeria","NGR","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","GameTeam","","","Jamaica","JAM","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","GameTeam","","","Bahamas","BAH","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/haile-gebrselassie","Haile GEBRSELASSIE","Ethiopia","ETH","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/paul-tergat","Paul TERGAT","Kenya","KEN","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/assefa-mezgebu","Assefa MEZGEBU","Ethiopia","ETH","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/kamila-skolimowska","Kamila SKOLIMOWSKA","Poland","POL","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/olga-kuzenkova","Olga KUZENKOVA","Russian Federation","RUS","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/kirsten-muenchow","Kirsten MUENCHOW","Germany","GER","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/reuben-kosgei","Reuben KOSGEI","Kenya","KEN","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/wilson-boit-kipketer","Wilson Boit KIPKETER","Kenya","KEN","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/ali-ezzine","Ali EZZINE","Morocco","MAR","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/gezahegne-abera","Gezahegne ABERA","Ethiopia","ETH","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/erick-wainaina","Erick WAINAINA","Kenya","KEN","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/tesfaye-tola","Tesfaye TOLA","Ethiopia","ETH","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/arsi-harju","Arsi HARJU","Finland","FIN","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/adam-nelson","Adam NELSON","United States of America","USA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/john-godina","John GODINA","United States of America","USA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/kostas-kenteris","Kostas KENTERIS","Greece","GRE","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/darren-campbell","Darren CAMPBELL","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/ato-boldon","Ato BOLDON","Trinidad and Tobago","TTO","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/gabriela-szabo","Gabriela SZABO","Romania","ROU","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/sonia-o-sullivan","Sonia O'SULLIVAN","Ireland","IRL","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/gete-wami","Gete WAMI","Ethiopia","ETH","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/noah-kiprono-ngenyi","Noah Kiprono NGENYI","Kenya","KEN","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/hicham-el-guerrouj","Hicham EL GUERROUJ","Morocco","MAR","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/bernard-lagat","Bernard LAGAT","Kenya","KEN","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/stacy-dragila","Stacy DRAGILA","United States of America","USA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/tatiana-grigorieva","Tatiana GRIGORIEVA","Australia","AUS","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/vala-flosadottir","Vala FLOSADOTTIR","Iceland","ISL","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/nick-hysong","Nick HYSONG","United States of America","USA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/lawrence-johnson","Lawrence JOHNSON","United States of America","USA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/maksim-tarasov","Maksim TARASOV","Russian Federation","RUS","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/angelo-taylor","Angelo TAYLOR","United States of America","USA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","","Hadi Soua'an Al-Somaily","Saudi Arabia","KSA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/llewellyn-herbert","Llewellyn HERBERT","South Africa","RSA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/jan-zelezny","Jan ŽELEZNÝ","Czech Republic","CZE","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/steve-backley","Steve BACKLEY","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/sergey-makarov","Sergey MAKAROV","Russian Federation","RUS","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","","Aikaterini Thanou","Greece","GRE","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/tanya-lawrence","Tanya LAWRENCE","Jamaica","JAM","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/merlene-ottey-page","Merlene OTTEY-PAGE","Jamaica","JAM","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/yanina-pravalinskay-karolchyk","Yanina PRAVALINSKAY-KAROLCHYK","Belarus","BLR","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/larisa-peleshenko","Larisa PELESHENKO","Russian Federation","RUS","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/astrid-kumbernuss","Astrid KUMBERNUSS","Germany","GER","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","GameTeam","","","United States of America","USA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","GameTeam","","","Jamaica","JAM","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","GameTeam","","","Russian Federation","RUS","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/michael-johnson","Michael JOHNSON","United States of America","USA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/alvin-harrison","Alvin HARRISON","United States of America","USA","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/greg-haughton","Greg HAUGHTON","Jamaica","JAM","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/jonathan-david-edwards","Jonathan David EDWARDS","Great Britain","GBR","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/yoel-garcia-luis","Yoel GARCIA LUIS","Cuba","CUB","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/denis-kapustin","Denis KAPUSTIN","Russian Federation","RUS","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/derartu-tulu","Derartu TULU","Ethiopia","ETH","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","SILVER","Athlete","https://olympics.com/en/athletes/gete-wami","Gete WAMI","Ethiopia","ETH","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","BRONZE","Athlete","https://olympics.com/en/athletes/fernanda-ribeiro","Fernanda RIBEIRO","Portugal","POR","Australia","Sydney 2000","Summer"
"Athletics","sydney","2000","GOLD","Athlete","https://olympics.com/en/athletes/irina-privalova","Irina PRIVALOVA","Russian Federation","RUS","Australia","Sydney 2000","Summer"
